Part_Number,Year,Month,Raw_Forecast_Demand
SC-SUS-0017,2024,11,92
SC-SUS-0017,2024,12,225
SC-HYD-0011,2020,1,58
SC-HYD-0011,2020,2,33
SC-HYD-0011,2020,3,9
SC-HYD-0011,2020,4,90
SC-HYD-0011,2020,5,54
SC-HYD-0011,2020,6,23
SC-HYD-0011,2020,7,64
SC-HYD-0011,2020,8,36
SC-HYD-0011,2020,9,31
SC-HYD-0011,2020,10,176
SC-HYD-0011,2020,11,132
SC-HYD-0011,2020,12,99
SC-HYD-0011,2021,1,88
SC-HYD-0011,2021,2,31
SC-HYD-0011,2021,3,101
SC-HYD-0011,2021,4,168
SC-HYD-0011,2021,5,38
SC-HYD-0011,2021,6,165
SC-HYD-0011,2021,7,130
SC-HYD-0011,2021,8,103
SC-HYD-0011,2021,9,59
SC-HYD-0011,2021,10,66
SC-HYD-0011,2021,11,70
SC-HYD-0011,2021,12,120
SC-HYD-0011,2022,1,60
SC-HYD-0011,2022,2,126
SC-HYD-0011,2022,3,146
SC-HYD-0011,2022,4,13
SC-HYD-0011,2022,5,38
SC-HYD-0011,2022,6,195
SC-HYD-0011,2022,7,42
SC-HYD-0011,2022,8,49
SC-HYD-0011,2022,9,173
SC-HYD-0011,2022,10,196
SC-HYD-0011,2022,11,157
SC-HYD-0011,2022,12,156
SC-HYD-0011,2023,1,172
SC-HYD-0011,2023,2,42
SC-HYD-0011,2023,3,93
SC-HYD-0011,2023,4,149
SC-HYD-0011,2023,5,187
SC-HYD-0011,2023,6,107
SC-HYD-0011,2023,7,84
SC-HYD-0011,2023,8,256
SC-HYD-0011,2023,9,130
SC-HYD-0011,2023,10,16
SC-HYD-0011,2023,11,173
SC-HYD-0011,2023,12,126
SC-HYD-0011,2024,1,211
SC-HYD-0011,2024,2,376
SC-HYD-0011,2024,3,134
SC-HYD-0011,2024,4,135
SC-HYD-0011,2024,5,86
SC-HYD-0011,2024,6,224
SC-HYD-0011,2024,7,114
SC-HYD-0011,2024,8,258
SC-HYD-0011,2024,9,227
SC-HYD-0011,2024,10,106
SC-HYD-0011,2024,11,81
SC-HYD-0011,2024,12,245
SC-TWA-0008,2020,1,23
SC-TWA-0008,2020,2,30
SC-TWA-0008,2020,3,21
SC-TWA-0008,2020,4,17
SC-TWA-0008,2020,5,6
SC-TWA-0008,2020,6,37
SC-TWA-0008,2020,7,17
SC-TWA-0008,2020,8,0
SC-TWA-0008,2020,9,58
SC-TWA-0008,2020,10,73
SC-TWA-0008,2020,11,59
SC-TWA-0008,2020,12,26
SC-TWA-0008,2021,1,46
SC-TWA-0008,2021,2,93
SC-TWA-0008,2021,3,41
SC-TWA-0008,2021,4,31
SC-TWA-0008,2021,5,47
SC-TWA-0008,2021,6,74
SC-TWA-0008,2021,7,47
SC-TWA-0008,2021,8,44
SC-TWA-0008,2021,9,37
SC-TWA-0008,2021,10,15
SC-TWA-0008,2021,11,64
SC-TWA-0008,2021,12,62
SC-TWA-0008,2022,1,47
SC-TWA-0008,2022,2,11
SC-TWA-0008,2022,3,104
SC-TWA-0008,2022,4,42
SC-TWA-0008,2022,5,74
SC-TWA-0008,2022,6,10
SC-TWA-0008,2022,7,66
SC-TWA-0008,2022,8,92
SC-TWA-0008,2022,9,52
SC-TWA-0008,2022,10,73
SC-TWA-0008,2022,11,46
SC-TWA-0008,2022,12,33
SC-TWA-0008,2023,1,89
SC-TWA-0008,2023,2,0
SC-TWA-0008,2023,3,47
SC-TWA-0008,2023,4,0
SC-TWA-0008,2023,5,49
SC-TWA-0008,2023,6,62
SC-TWA-0008,2023,7,56
SC-TWA-0008,2023,8,72
SC-TWA-0008,2023,9,35
SC-TWA-0008,2023,10,41
SC-TWA-0008,2023,11,44
SC-TWA-0008,2023,12,96
SC-TWA-0008,2024,1,73
SC-TWA-0008,2024,2,80
SC-TWA-0008,2024,3,83
SC-TWA-0008,2024,4,50
SC-TWA-0008,2024,5,0
SC-TWA-0008,2024,6,82
SC-TWA-0008,2024,7,90
SC-TWA-0008,2024,8,74
SC-TWA-0008,2024,9,92
SC-TWA-0008,2024,10,68
SC-TWA-0008,2024,11,40
SC-TWA-0008,2024,12,110
SC-ENG-0008,2020,1,92
SC-ENG-0008,2020,2,93
SC-ENG-0008,2020,3,71
SC-ENG-0008,2020,4,85
SC-ENG-0008,2020,5,67
SC-ENG-0008,2020,6,169
SC-ENG-0008,2020,7,124
SC-ENG-0008,2020,8,179
SC-ENG-0008,2020,9,88
SC-ENG-0008,2020,10,173
SC-ENG-0008,2020,11,278
SC-ENG-0008,2020,12,349
SC-ENG-0008,2021,1,288
SC-ENG-0008,2021,2,188
SC-ENG-0008,2021,3,304
SC-ENG-0008,2021,4,207
SC-ENG-0008,2021,5,201
SC-ENG-0008,2021,6,85
SC-ENG-0008,2021,7,264
SC-ENG-0008,2021,8,523
SC-ENG-0008,2021,9,254
SC-ENG-0008,2021,10,284
SC-ENG-0008,2021,11,299
SC-ENG-0008,2021,12,231
SC-ENG-0008,2022,1,286
SC-ENG-0008,2022,2,208
SC-ENG-0008,2022,3,295
SC-ENG-0008,2022,4,248
SC-ENG-0008,2022,5,130
SC-ENG-0008,2022,6,173
SC-ENG-0008,2022,7,153
SC-ENG-0008,2022,8,209
SC-ENG-0008,2022,9,296
SC-ENG-0008,2022,10,441
SC-ENG-0008,2022,11,251
SC-ENG-0008,2022,12,101
SC-ENG-0008,2023,1,78
SC-ENG-0008,2023,2,303
SC-ENG-0008,2023,3,268
SC-ENG-0008,2023,4,170
SC-ENG-0008,2023,5,395
SC-ENG-0008,2023,6,394
SC-ENG-0008,2023,7,360
SC-ENG-0008,2023,8,185
SC-ENG-0008,2023,9,327
SC-ENG-0008,2023,10,370
SC-ENG-0008,2023,11,194
SC-ENG-0008,2023,12,310
SC-ENG-0008,2024,1,439
SC-ENG-0008,2024,2,257
SC-ENG-0008,2024,3,313
SC-ENG-0008,2024,4,312
SC-ENG-0008,2024,5,156
SC-ENG-0008,2024,6,321
SC-ENG-0008,2024,7,257
SC-ENG-0008,2024,8,146
SC-ENG-0008,2024,9,472
SC-ENG-0008,2024,10,241
SC-ENG-0008,2024,11,465
SC-ENG-0008,2024,12,207
SC-TRN-0008,2020,1,327
SC-TRN-0008,2020,2,274
SC-TRN-0008,2020,3,454
SC-TRN-0008,2020,4,865
SC-TRN-0008,2020,5,1057
SC-TRN-0008,2020,6,806
SC-TRN-0008,2020,7,1215
SC-TRN-0008,2020,8,1783
SC-TRN-0008,2020,9,2185
SC-TRN-0008,2020,10,949
SC-TRN-0008,2020,11,1142
SC-TRN-0008,2020,12,1534
SC-TRN-0008,2021,1,1230
SC-TRN-0008,2021,2,1564
SC-TRN-0008,2021,3,1531
SC-TRN-0008,2021,4,1561
SC-TRN-0008,2021,5,1396
SC-TRN-0008,2021,6,1451
SC-TRN-0008,2021,7,1604
SC-TRN-0008,2021,8,2104
SC-TRN-0008,2021,9,1963
SC-TRN-0008,2021,10,1680
SC-TRN-0008,2021,11,1779
SC-TRN-0008,2021,12,1527
SC-TRN-0008,2022,1,1513
SC-TRN-0008,2022,2,1595
SC-TRN-0008,2022,3,1090
SC-TRN-0008,2022,4,1575
SC-TRN-0008,2022,5,1353
SC-TRN-0008,2022,6,1600
SC-TRN-0008,2022,7,1612
SC-TRN-0008,2022,8,1405
SC-TRN-0008,2022,9,2445
SC-TRN-0008,2022,10,2059
SC-TRN-0008,2022,11,1340
SC-TRN-0008,2022,12,1877
SC-TRN-0008,2023,1,1996
SC-TRN-0008,2023,2,1297
SC-TRN-0008,2023,3,1095
SC-TRN-0008,2023,4,1160
SC-TRN-0008,2023,5,1916
SC-TRN-0008,2023,6,1944
SC-TRN-0008,2023,7,1490
SC-TRN-0008,2023,8,1499
SC-TRN-0008,2023,9,1614
SC-TRN-0008,2023,10,1785
SC-TRN-0008,2023,11,1233
SC-TRN-0008,2023,12,1351
SC-TRN-0008,2024,1,1244
SC-TRN-0008,2024,2,1251
SC-TRN-0008,2024,3,1957
SC-TRN-0008,2024,4,1312
SC-TRN-0008,2024,5,1575
SC-TRN-0008,2024,6,1547
SC-TRN-0008,2024,7,1707
SC-TRN-0008,2024,8,1349
SC-TRN-0008,2024,9,1294
SC-TRN-0008,2024,10,1547
SC-TRN-0008,2024,11,2066
SC-TRN-0008,2024,12,1735
SC-TRN-0009,2020,1,282
SC-TRN-0009,2020,2,203
SC-TRN-0009,2020,3,84
SC-TRN-0009,2020,4,199
SC-TRN-0009,2020,5,471
SC-TRN-0009,2020,6,436
SC-TRN-0009,2020,7,470
SC-TRN-0009,2020,8,227
SC-TRN-0009,2020,9,312
SC-TRN-0009,2020,10,237
SC-TRN-0009,2020,11,246
SC-TRN-0009,2020,12,282
SC-TRN-0009,2021,1,339
SC-TRN-0009,2021,2,235
SC-TRN-0009,2021,3,315
SC-TRN-0009,2021,4,334
SC-TRN-0009,2021,5,447
SC-TRN-0009,2021,6,528
SC-TRN-0009,2021,7,580
SC-TRN-0009,2021,8,424
SC-TRN-0009,2021,9,408
SC-TRN-0009,2021,10,438
SC-TRN-0009,2021,11,399
SC-TRN-0009,2021,12,390
SC-TRN-0009,2022,1,425
SC-TRN-0009,2022,2,311
SC-TRN-0009,2022,3,149
SC-TRN-0009,2022,4,302
SC-TRN-0009,2022,5,326
SC-TRN-0009,2022,6,592
SC-TRN-0009,2022,7,579
SC-TRN-0009,2022,8,270
SC-TRN-0009,2022,9,424
SC-TRN-0009,2022,10,414
SC-TRN-0009,2022,11,513
SC-TRN-0009,2022,12,212
SC-TRN-0009,2023,1,224
SC-TRN-0009,2023,2,365
SC-TRN-0009,2023,3,155
SC-TRN-0009,2023,4,428
SC-TRN-0009,2023,5,378
SC-TRN-0009,2023,6,617
SC-TRN-0009,2023,7,341
SC-TRN-0009,2023,8,269
SC-TRN-0009,2023,9,309
SC-TRN-0009,2023,10,407
SC-TRN-0009,2023,11,369
SC-TRN-0009,2023,12,423
SC-TRN-0009,2024,1,598
SC-TRN-0009,2024,2,705
SC-TRN-0009,2024,3,466
SC-TRN-0009,2024,4,615
SC-TRN-0009,2024,5,690
SC-TRN-0009,2024,6,799
SC-TRN-0009,2024,7,246
SC-TRN-0009,2024,8,455
SC-TRN-0009,2024,9,433
SC-TRN-0009,2024,10,863
SC-TRN-0009,2024,11,481
SC-TRN-0009,2024,12,781
SC-ENG-0009,2020,1,37
SC-ENG-0009,2020,2,49
SC-ENG-0009,2020,3,34
SC-ENG-0009,2020,4,12
SC-ENG-0009,2020,5,34
SC-ENG-0009,2020,6,1
SC-ENG-0009,2020,7,32
SC-ENG-0009,2020,8,13
SC-ENG-0009,2020,9,2
SC-ENG-0009,2020,10,0
SC-ENG-0009,2020,11,17
SC-ENG-0009,2020,12,15
SC-ENG-0009,2021,1,1
SC-ENG-0009,2021,2,8
SC-ENG-0009,2021,3,4
SC-ENG-0009,2021,4,22
SC-ENG-0009,2021,5,36
SC-ENG-0009,2021,6,14
SC-ENG-0009,2021,7,28
SC-ENG-0009,2021,8,40
SC-ENG-0009,2021,9,18
SC-ENG-0009,2021,10,15
SC-ENG-0009,2021,11,18
SC-ENG-0009,2021,12,15
SC-ENG-0009,2022,1,21
SC-ENG-0009,2022,2,12
SC-ENG-0009,2022,3,15
SC-ENG-0009,2022,4,20
SC-ENG-0009,2022,5,10
SC-ENG-0009,2022,6,18
SC-ENG-0009,2022,7,22
SC-ENG-0009,2022,8,21
SC-ENG-0009,2022,9,0
SC-ENG-0009,2022,10,0
SC-ENG-0009,2022,11,0
SC-ENG-0009,2022,12,3
SC-ENG-0009,2023,1,36
SC-ENG-0009,2023,2,35
SC-ENG-0009,2023,3,13
SC-ENG-0009,2023,4,30
SC-ENG-0009,2023,5,23
SC-ENG-0009,2023,6,11
SC-ENG-0009,2023,7,67
SC-ENG-0009,2023,8,45
SC-ENG-0009,2023,9,19
SC-ENG-0009,2023,10,17
SC-ENG-0009,2023,11,33
SC-ENG-0009,2023,12,17
SC-ENG-0009,2024,1,23
SC-ENG-0009,2024,2,20
SC-ENG-0009,2024,3,0
SC-ENG-0009,2024,4,12
SC-ENG-0009,2024,5,13
SC-ENG-0009,2024,6,7
SC-ENG-0009,2024,7,17
SC-ENG-0009,2024,8,15
SC-ENG-0009,2024,9,0
SC-ENG-0009,2024,10,20
SC-ENG-0009,2024,11,26
SC-ENG-0009,2024,12,22
SC-ENG-0010,2020,1,2
SC-ENG-0010,2020,2,2
SC-ENG-0010,2020,3,4
SC-ENG-0010,2020,4,20
SC-ENG-0010,2020,5,10
SC-ENG-0010,2020,6,1
SC-ENG-0010,2020,7,17
SC-ENG-0010,2020,8,0
SC-ENG-0010,2020,9,5
SC-ENG-0010,2020,10,12
SC-ENG-0010,2020,11,15
SC-ENG-0010,2020,12,12
SC-ENG-0010,2021,1,14
SC-ENG-0010,2021,2,35
SC-ENG-0010,2021,3,1
SC-ENG-0010,2021,4,20
SC-ENG-0010,2021,5,23
SC-ENG-0010,2021,6,27
SC-ENG-0010,2021,7,18
SC-ENG-0010,2021,8,28
SC-ENG-0010,2021,9,47
SC-ENG-0010,2021,10,17
SC-ENG-0010,2021,11,53
SC-ENG-0010,2021,12,25
SC-ENG-0010,2022,1,11
SC-ENG-0010,2022,2,7
SC-ENG-0010,2022,3,19
SC-ENG-0010,2022,4,0
SC-ENG-0010,2022,5,39
SC-ENG-0010,2022,6,23
SC-ENG-0010,2022,7,1
SC-ENG-0010,2022,8,8
SC-ENG-0010,2022,9,7
SC-ENG-0010,2022,10,38
SC-ENG-0010,2022,11,10
SC-ENG-0010,2022,12,0
SC-ENG-0010,2023,1,56
SC-ENG-0010,2023,2,11
SC-ENG-0010,2023,3,40
SC-ENG-0010,2023,4,21
SC-ENG-0010,2023,5,9
SC-ENG-0010,2023,6,14
SC-ENG-0010,2023,7,15
SC-ENG-0010,2023,8,12
SC-ENG-0010,2023,9,42
SC-ENG-0010,2023,10,6
SC-ENG-0010,2023,11,36
SC-ENG-0010,2023,12,17
SC-ENG-0010,2024,1,18
SC-ENG-0010,2024,2,19
SC-ENG-0010,2024,3,4
SC-ENG-0010,2024,4,13
SC-ENG-0010,2024,5,1
SC-ENG-0010,2024,6,6
SC-ENG-0010,2024,7,4
SC-ENG-0010,2024,8,13
SC-ENG-0010,2024,9,31
SC-ENG-0010,2024,10,6
SC-ENG-0010,2024,11,11
SC-ENG-0010,2024,12,25
SC-BRK-0007,2020,1,634
SC-BRK-0007,2020,2,697
SC-BRK-0007,2020,3,400
SC-BRK-0007,2020,4,370
SC-BRK-0007,2020,5,567
SC-BRK-0007,2020,6,686
SC-BRK-0007,2020,7,896
SC-BRK-0007,2020,8,547
SC-BRK-0007,2020,9,480
SC-BRK-0007,2020,10,751
SC-BRK-0007,2020,11,296
SC-BRK-0007,2020,12,657
SC-BRK-0007,2021,1,453
SC-BRK-0007,2021,2,626
SC-BRK-0007,2021,3,500
SC-BRK-0007,2021,4,701
SC-BRK-0007,2021,5,709
SC-BRK-0007,2021,6,648
SC-BRK-0007,2021,7,600
SC-BRK-0007,2021,8,849
SC-BRK-0007,2021,9,836
SC-BRK-0007,2021,10,596
SC-BRK-0007,2021,11,739
SC-BRK-0007,2021,12,963
SC-BRK-0007,2022,1,478
SC-BRK-0007,2022,2,859
SC-BRK-0007,2022,3,629
SC-BRK-0007,2022,4,648
SC-BRK-0007,2022,5,693
SC-BRK-0007,2022,6,814
SC-BRK-0007,2022,7,615
SC-BRK-0007,2022,8,1202
SC-BRK-0007,2022,9,581
SC-BRK-0007,2022,10,721
SC-BRK-0007,2022,11,883
SC-BRK-0007,2022,12,659
SC-BRK-0007,2023,1,828
SC-BRK-0007,2023,2,737
SC-BRK-0007,2023,3,477
SC-BRK-0007,2023,4,235
SC-BRK-0007,2023,5,704
SC-BRK-0007,2023,6,510
SC-BRK-0007,2023,7,897
SC-BRK-0007,2023,8,473
SC-BRK-0007,2023,9,784
SC-BRK-0007,2023,10,975
SC-BRK-0007,2023,11,698
SC-BRK-0007,2023,12,932
SC-BRK-0007,2024,1,1156
SC-BRK-0007,2024,2,933
SC-BRK-0007,2024,3,788
SC-BRK-0007,2024,4,861
SC-BRK-0007,2024,5,618
SC-BRK-0007,2024,6,1197
SC-BRK-0007,2024,7,670
SC-BRK-0007,2024,8,662
SC-BRK-0007,2024,9,1063
SC-BRK-0007,2024,10,466
SC-BRK-0007,2024,11,627
SC-BRK-0007,2024,12,933
SC-FUE-0010,2020,1,521
SC-FUE-0010,2020,2,683
SC-FUE-0010,2020,3,707
SC-FUE-0010,2020,4,933
SC-FUE-0010,2020,5,1152
SC-FUE-0010,2020,6,936
SC-FUE-0010,2020,7,1917
SC-FUE-0010,2020,8,1150
SC-FUE-0010,2020,9,1403
SC-FUE-0010,2020,10,1285
SC-FUE-0010,2020,11,1451
SC-FUE-0010,2020,12,940
SC-FUE-0010,2021,1,1415
SC-FUE-0010,2021,2,1383
SC-FUE-0010,2021,3,1445
SC-FUE-0010,2021,4,1835
SC-FUE-0010,2021,5,1268
SC-FUE-0010,2021,6,1347
SC-FUE-0010,2021,7,1520
SC-FUE-0010,2021,8,2609
SC-FUE-0010,2021,9,1619
SC-FUE-0010,2021,10,749
SC-FUE-0010,2021,11,987
SC-FUE-0010,2021,12,1119
SC-FUE-0010,2022,1,1084
SC-FUE-0010,2022,2,1451
SC-FUE-0010,2022,3,1577
SC-FUE-0010,2022,4,1186
SC-FUE-0010,2022,5,1466
SC-FUE-0010,2022,6,1365
SC-FUE-0010,2022,7,1210
SC-FUE-0010,2022,8,1309
SC-FUE-0010,2022,9,1484
SC-FUE-0010,2022,10,1230
SC-FUE-0010,2022,11,1329
SC-FUE-0010,2022,12,1497
SC-FUE-0010,2023,1,1363
SC-FUE-0010,2023,2,940
SC-FUE-0010,2023,3,1351
SC-FUE-0010,2023,4,1368
SC-FUE-0010,2023,5,1780
SC-FUE-0010,2023,6,1545
SC-FUE-0010,2023,7,1748
SC-FUE-0010,2023,8,1584
SC-FUE-0010,2023,9,1959
SC-FUE-0010,2023,10,1788
SC-FUE-0010,2023,11,1097
SC-FUE-0010,2023,12,1307
SC-FUE-0010,2024,1,1774
SC-FUE-0010,2024,2,1098
SC-FUE-0010,2024,3,1595
SC-FUE-0010,2024,4,1303
SC-FUE-0010,2024,5,1854
SC-FUE-0010,2024,6,3577
SC-FUE-0010,2024,7,3353
SC-FUE-0010,2024,8,1759
SC-FUE-0010,2024,9,1708
SC-FUE-0010,2024,10,1583
SC-FUE-0010,2024,11,1829
SC-FUE-0010,2024,12,1849
SC-BRK-0008,2020,1,0
SC-BRK-0008,2020,2,0
SC-BRK-0008,2020,3,0
SC-BRK-0008,2020,4,1
SC-BRK-0008,2020,5,22
SC-BRK-0008,2020,6,1
SC-BRK-0008,2020,7,0
SC-BRK-0008,2020,8,2
SC-BRK-0008,2020,9,17
SC-BRK-0008,2020,10,16
SC-BRK-0008,2020,11,16
SC-BRK-0008,2020,12,11
SC-BRK-0008,2021,1,10
SC-BRK-0008,2021,2,30
SC-BRK-0008,2021,3,3
SC-BRK-0008,2021,4,11
SC-BRK-0008,2021,5,7
SC-BRK-0008,2021,6,10
SC-BRK-0008,2021,7,16
SC-BRK-0008,2021,8,12
SC-BRK-0008,2021,9,4
SC-BRK-0008,2021,10,2
SC-BRK-0008,2021,11,11
SC-BRK-0008,2021,12,10
SC-BRK-0008,2022,1,7
SC-BRK-0008,2022,2,18
SC-BRK-0008,2022,3,0
SC-BRK-0008,2022,4,0
SC-BRK-0008,2022,5,18
SC-BRK-0008,2022,6,15
SC-BRK-0008,2022,7,1
SC-BRK-0008,2022,8,24
SC-BRK-0008,2022,9,28
SC-BRK-0008,2022,10,10
SC-BRK-0008,2022,11,36
SC-BRK-0008,2022,12,16
SC-BRK-0008,2023,1,9
SC-BRK-0008,2023,2,12
SC-BRK-0008,2023,3,7
SC-BRK-0008,2023,4,23
SC-BRK-0008,2023,5,19
SC-BRK-0008,2023,6,18
SC-BRK-0008,2023,7,7
SC-BRK-0008,2023,8,11
SC-BRK-0008,2023,9,11
SC-BRK-0008,2023,10,17
SC-BRK-0008,2023,11,14
SC-BRK-0008,2023,12,7
SC-BRK-0008,2024,1,5
SC-BRK-0008,2024,2,20
SC-BRK-0008,2024,3,17
SC-BRK-0008,2024,4,24
SC-BRK-0008,2024,5,5
SC-BRK-0008,2024,6,13
SC-BRK-0008,2024,7,11
SC-BRK-0008,2024,8,0
SC-BRK-0008,2024,9,11
SC-BRK-0008,2024,10,7
SC-BRK-0008,2024,11,2
SC-BRK-0008,2024,12,12
SC-FLT-0008,2020,1,503
SC-FLT-0008,2020,2,510
SC-FLT-0008,2020,3,315
SC-FLT-0008,2020,4,592
SC-FLT-0008,2020,5,1059
SC-FLT-0008,2020,6,1655
SC-FLT-0008,2020,7,1004
SC-FLT-0008,2020,8,1513
SC-FLT-0008,2020,9,446
SC-FLT-0008,2020,10,397
SC-FLT-0008,2020,11,449
SC-FLT-0008,2020,12,230
SC-FLT-0008,2021,1,554
SC-FLT-0008,2021,2,717
SC-FLT-0008,2021,3,430
SC-FLT-0008,2021,4,415
SC-FLT-0008,2021,5,562
SC-FLT-0008,2021,6,324
SC-FLT-0008,2021,7,381
SC-FLT-0008,2021,8,738
SC-FLT-0008,2021,9,351
SC-FLT-0008,2021,10,679
SC-FLT-0008,2021,11,159
SC-FLT-0008,2021,12,256
SC-FLT-0008,2022,1,844
SC-FLT-0008,2022,2,461
SC-FLT-0008,2022,3,688
SC-FLT-0008,2022,4,229
SC-FLT-0008,2022,5,584
SC-FLT-0008,2022,6,309
SC-FLT-0008,2022,7,494
SC-FLT-0008,2022,8,551
SC-FLT-0008,2022,9,569
SC-FLT-0008,2022,10,765
SC-FLT-0008,2022,11,724
SC-FLT-0008,2022,12,423
SC-FLT-0008,2023,1,370
SC-FLT-0008,2023,2,593
SC-FLT-0008,2023,3,648
SC-FLT-0008,2023,4,766
SC-FLT-0008,2023,5,424
SC-FLT-0008,2023,6,587
SC-FLT-0008,2023,7,326
SC-FLT-0008,2023,8,663
SC-FLT-0008,2023,9,952
SC-FLT-0008,2023,10,802
SC-FLT-0008,2023,11,572
SC-FLT-0008,2023,12,307
SC-FLT-0008,2024,1,769
SC-FLT-0008,2024,2,362
SC-FLT-0008,2024,3,974
SC-FLT-0008,2024,4,419
SC-FLT-0008,2024,5,618
SC-FLT-0008,2024,6,612
SC-FLT-0008,2024,7,307
SC-FLT-0008,2024,8,683
SC-FLT-0008,2024,9,553
SC-FLT-0008,2024,10,723
SC-FLT-0008,2024,11,694
SC-FLT-0008,2024,12,1068
SC-FLT-0009,2020,1,174
SC-FLT-0009,2020,2,146
SC-FLT-0009,2020,3,123
SC-FLT-0009,2020,4,308
SC-FLT-0009,2020,5,209
SC-FLT-0009,2020,6,92
SC-FLT-0009,2020,7,196
SC-FLT-0009,2020,8,413
SC-FLT-0009,2020,9,252
SC-FLT-0009,2020,10,368
SC-FLT-0009,2020,11,596
SC-FLT-0009,2020,12,506
SC-FLT-0009,2021,1,231
SC-FLT-0009,2021,2,167
SC-FLT-0009,2021,3,263
SC-FLT-0009,2021,4,249
SC-FLT-0009,2021,5,328
SC-FLT-0009,2021,6,257
SC-FLT-0009,2021,7,413
SC-FLT-0009,2021,8,361
SC-FLT-0009,2021,9,393
SC-FLT-0009,2021,10,371
SC-FLT-0009,2021,11,314
SC-FLT-0009,2021,12,298
SC-FLT-0009,2022,1,276
SC-FLT-0009,2022,2,223
SC-FLT-0009,2022,3,306
SC-FLT-0009,2022,4,188
SC-FLT-0009,2022,5,292
SC-FLT-0009,2022,6,262
SC-FLT-0009,2022,7,266
SC-FLT-0009,2022,8,399
SC-FLT-0009,2022,9,442
SC-FLT-0009,2022,10,328
SC-FLT-0009,2022,11,217
SC-FLT-0009,2022,12,193
SC-FLT-0009,2023,1,228
SC-FLT-0009,2023,2,252
SC-FLT-0009,2023,3,381
SC-FLT-0009,2023,4,354
SC-FLT-0009,2023,5,302
SC-FLT-0009,2023,6,342
SC-FLT-0009,2023,7,302
SC-FLT-0009,2023,8,326
SC-FLT-0009,2023,9,375
SC-FLT-0009,2023,10,266
SC-FLT-0009,2023,11,477
SC-FLT-0009,2023,12,394
SC-FLT-0009,2024,1,272
SC-FLT-0009,2024,2,383
SC-FLT-0009,2024,3,333
SC-FLT-0009,2024,4,547
SC-FLT-0009,2024,5,462
SC-FLT-0009,2024,6,424
SC-FLT-0009,2024,7,480
SC-FLT-0009,2024,8,534
SC-FLT-0009,2024,9,297
SC-FLT-0009,2024,10,198
SC-FLT-0009,2024,11,373
SC-FLT-0009,2024,12,422
SC-CLG-0005,2020,1,774
SC-CLG-0005,2020,2,223
SC-CLG-0005,2020,3,627
SC-CLG-0005,2020,4,528
SC-CLG-0005,2020,5,650
SC-CLG-0005,2020,6,571
SC-CLG-0005,2020,7,596
SC-CLG-0005,2020,8,638
SC-CLG-0005,2020,9,459
SC-CLG-0005,2020,10,366
SC-CLG-0005,2020,11,406
SC-CLG-0005,2020,12,716
SC-CLG-0005,2021,1,585
SC-CLG-0005,2021,2,454
SC-CLG-0005,2021,3,1116
SC-CLG-0005,2021,4,1107
SC-CLG-0005,2021,5,568
SC-CLG-0005,2021,6,1027
SC-CLG-0005,2021,7,753
SC-CLG-0005,2021,8,663
SC-CLG-0005,2021,9,1675
SC-CLG-0005,2021,10,1068
SC-CLG-0005,2021,11,791
SC-CLG-0005,2021,12,977
SC-CLG-0005,2022,1,419
SC-CLG-0005,2022,2,132
SC-CLG-0005,2022,3,995
SC-CLG-0005,2022,4,823
SC-CLG-0005,2022,5,1458
SC-CLG-0005,2022,6,593
SC-CLG-0005,2022,7,652
SC-CLG-0005,2022,8,1407
SC-CLG-0005,2022,9,845
SC-CLG-0005,2022,10,409
SC-CLG-0005,2022,11,0
SC-CLG-0005,2022,12,652
SC-CLG-0005,2023,1,820
SC-CLG-0005,2023,2,533
SC-CLG-0005,2023,3,711
SC-CLG-0005,2023,4,1102
SC-CLG-0005,2023,5,704
SC-CLG-0005,2023,6,759
SC-CLG-0005,2023,7,1205
SC-CLG-0005,2023,8,899
SC-CLG-0005,2023,9,966
SC-CLG-0005,2023,10,870
SC-CLG-0005,2023,11,847
SC-CLG-0005,2023,12,1024
SC-CLG-0005,2024,1,319
SC-CLG-0005,2024,2,394
SC-CLG-0005,2024,3,482
SC-CLG-0005,2024,4,578
SC-CLG-0005,2024,5,767
SC-CLG-0005,2024,6,725
SC-CLG-0005,2024,7,998
SC-CLG-0005,2024,8,818
SC-CLG-0005,2024,9,1142
SC-CLG-0005,2024,10,1183
SC-CLG-0005,2024,11,999
SC-CLG-0005,2024,12,862
SC-ENG-0011,2020,1,25
SC-ENG-0011,2020,2,14
SC-ENG-0011,2020,3,18
SC-ENG-0011,2020,4,18
SC-ENG-0011,2020,5,23
SC-ENG-0011,2020,6,8
SC-ENG-0011,2020,7,0
SC-ENG-0011,2020,8,14
SC-ENG-0011,2020,9,36
SC-ENG-0011,2020,10,30
SC-ENG-0011,2020,11,7
SC-ENG-0011,2020,12,25
SC-ENG-0011,2021,1,26
SC-ENG-0011,2021,2,12
SC-ENG-0011,2021,3,23
SC-ENG-0011,2021,4,45
SC-ENG-0011,2021,5,13
SC-ENG-0011,2021,6,22
SC-ENG-0011,2021,7,14
SC-ENG-0011,2021,8,0
SC-ENG-0011,2021,9,44
SC-ENG-0011,2021,10,17
SC-ENG-0011,2021,11,24
SC-ENG-0011,2021,12,46
SC-ENG-0011,2022,1,23
SC-ENG-0011,2022,2,28
SC-ENG-0011,2022,3,15
SC-ENG-0011,2022,4,30
SC-ENG-0011,2022,5,17
SC-ENG-0011,2022,6,0
SC-ENG-0011,2022,7,26
SC-ENG-0011,2022,8,30
