Part_Number,Year,Month,Raw_Forecast,PSC_Adjustment_Amount,Final_Order_Quantity,Adjustment_Reason
SC-FUE-0010,2024,4,1303,525,1828,Critical part requirement
SC-FUE-0010,2024,5,1854,-230,1624,Customer demand expectation
SC-FUE-0010,2024,6,3577,721,4298,Critical part requirement
SC-FUE-0010,2024,7,3353,707,4060,Customer demand expectation
SC-FUE-0010,2024,8,1759,441,2200,Critical part requirement
SC-FUE-0010,2024,9,1708,551,2259,Lead time consideration
SC-FUE-0010,2024,10,1583,510,2093,Customer demand expectation
SC-FUE-0010,2024,11,1829,256,2085,Lead time consideration
SC-FUE-0010,2024,12,1849,793,2642,Customer demand expectation
SC-BRK-0008,2020,1,0,0,0,No adjustment
SC-BRK-0008,2020,2,0,0,0,No adjustment
SC-BRK-0008,2020,3,0,0,0,Inventory consideration
SC-BRK-0008,2020,4,1,0,1,Customer demand expectation
SC-BRK-0008,2020,5,22,-9,13,Customer demand expectation
SC-BRK-0008,2020,6,1,0,1,Inventory consideration
SC-BRK-0008,2020,7,0,0,0,Customer demand expectation
SC-BRK-0008,2020,8,2,0,2,
SC-BRK-0008,2020,9,17,2,19,Customer demand expectation
SC-BRK-0008,2020,10,16,-3,13,Inventory consideration
SC-BRK-0008,2020,11,16,-5,11,Inventory consideration
SC-BRK-0008,2020,12,11,-5,6,Inventory consideration
SC-BRK-0008,2021,1,10,0,10,
SC-BRK-0008,2021,2,30,-11,19,
SC-BRK-0008,2021,3,3,0,3,No adjustment
SC-BRK-0008,2021,4,11,0,11,No adjustment
SC-BRK-0008,2021,5,7,0,7,
SC-BRK-0008,2021,6,10,-3,7,Inventory consideration
SC-BRK-0008,2021,7,16,-5,11,Customer demand expectation
SC-BRK-0008,2021,8,12,0,12,No adjustment
SC-BRK-0008,2021,9,4,-2,2,Inventory consideration
SC-BRK-0008,2021,10,2,-1,1,Inventory consideration
SC-BRK-0008,2021,11,11,0,11,
SC-BRK-0008,2021,12,10,-3,7,Customer demand expectation
SC-BRK-0008,2022,1,7,-1,6,Inventory consideration
SC-BRK-0008,2022,2,18,-6,12,Customer demand expectation
SC-BRK-0008,2022,3,0,0,0,Customer demand expectation
SC-BRK-0008,2022,4,0,0,0,Lead time consideration
SC-BRK-0008,2022,5,18,0,18,
SC-BRK-0008,2022,6,15,3,18,Customer demand expectation
SC-BRK-0008,2022,7,1,0,1,Lead time consideration
SC-BRK-0008,2022,8,24,0,24,
SC-BRK-0008,2022,9,28,0,28,No adjustment
SC-BRK-0008,2022,10,10,-4,6,Inventory consideration
SC-BRK-0008,2022,11,36,-9,27,Customer demand expectation
SC-BRK-0008,2022,12,16,-3,13,Inventory consideration
SC-BRK-0008,2023,1,9,-3,6,Customer demand expectation
SC-BRK-0008,2023,2,12,-2,10,Customer demand expectation
SC-BRK-0008,2023,3,7,-2,5,Customer demand expectation
SC-BRK-0008,2023,4,23,0,23,No adjustment
SC-BRK-0008,2023,5,19,-2,17,Inventory consideration
SC-BRK-0008,2023,6,18,3,21,Critical part requirement
SC-BRK-0008,2023,7,7,-3,4,Customer demand expectation
SC-BRK-0008,2023,8,11,0,11,
SC-BRK-0008,2023,9,11,5,16,
SC-BRK-0008,2023,10,17,7,24,Lead time consideration
SC-BRK-0008,2023,11,14,5,19,Lead time consideration
SC-BRK-0008,2023,12,7,3,10,Critical part requirement
SC-BRK-0008,2024,1,5,0,5,
SC-BRK-0008,2024,2,20,7,27,Lead time consideration
SC-BRK-0008,2024,3,17,-7,10,Customer demand expectation
SC-BRK-0008,2024,4,24,0,24,No adjustment
SC-BRK-0008,2024,5,5,-1,4,Inventory consideration
SC-BRK-0008,2024,6,13,2,15,Lead time consideration
SC-BRK-0008,2024,7,11,0,11,No adjustment
SC-BRK-0008,2024,8,0,0,0,Customer demand expectation
SC-BRK-0008,2024,9,11,0,11,
SC-BRK-0008,2024,10,7,-1,6,Customer demand expectation
SC-BRK-0008,2024,11,2,-1,1,Inventory consideration
SC-BRK-0008,2024,12,12,-3,9,Customer demand expectation
SC-FLT-0008,2020,1,503,-81,422,Customer demand expectation
SC-FLT-0008,2020,2,510,-187,323,Customer demand expectation
SC-FLT-0008,2020,3,315,0,315,No adjustment
SC-FLT-0008,2020,4,592,166,758,Lead time consideration
SC-FLT-0008,2020,5,1059,0,1059,
SC-FLT-0008,2020,6,1655,549,2204,Customer demand expectation
SC-FLT-0008,2020,7,1004,-339,665,Inventory consideration
SC-FLT-0008,2020,8,1513,388,1901,Critical part requirement
SC-FLT-0008,2020,9,446,0,446,No adjustment
SC-FLT-0008,2020,10,397,0,397,
SC-FLT-0008,2020,11,449,-152,297,Inventory consideration
SC-FLT-0008,2020,12,230,-92,138,Inventory consideration
SC-FLT-0008,2021,1,554,230,784,
SC-FLT-0008,2021,2,717,0,717,
SC-FLT-0008,2021,3,430,120,550,Critical part requirement
SC-FLT-0008,2021,4,415,-72,343,Inventory consideration
SC-FLT-0008,2021,5,562,0,562,
SC-FLT-0008,2021,6,324,0,324,
SC-FLT-0008,2021,7,381,-88,293,Inventory consideration
SC-FLT-0008,2021,8,738,165,903,Lead time consideration
SC-FLT-0008,2021,9,351,-127,224,Customer demand expectation
SC-FLT-0008,2021,10,679,-192,487,Customer demand expectation
SC-FLT-0008,2021,11,159,0,159,No adjustment
SC-FLT-0008,2021,12,256,44,300,Critical part requirement
SC-FLT-0008,2022,1,844,296,1140,Critical part requirement
SC-FLT-0008,2022,2,461,-187,274,Inventory consideration
SC-FLT-0008,2022,3,688,-147,541,Inventory consideration
SC-FLT-0008,2022,4,229,0,229,
SC-FLT-0008,2022,5,584,-122,462,Inventory consideration
SC-FLT-0008,2022,6,309,-103,206,Inventory consideration
SC-FLT-0008,2022,7,494,58,552,Customer demand expectation
SC-FLT-0008,2022,8,551,0,551,
SC-FLT-0008,2022,9,569,79,648,Critical part requirement
SC-FLT-0008,2022,10,765,0,765,
SC-FLT-0008,2022,11,724,-279,445,Customer demand expectation
SC-FLT-0008,2022,12,423,0,423,
SC-FLT-0008,2023,1,370,133,503,Lead time consideration
SC-FLT-0008,2023,2,593,213,806,Customer demand expectation
SC-FLT-0008,2023,3,648,211,859,Critical part requirement
SC-FLT-0008,2023,4,766,0,766,No adjustment
SC-FLT-0008,2023,5,424,-121,303,Inventory consideration
SC-FLT-0008,2023,6,587,0,587,
SC-FLT-0008,2023,7,326,0,326,
SC-FLT-0008,2023,8,663,0,663,
SC-FLT-0008,2023,9,952,272,1224,Lead time consideration
SC-FLT-0008,2023,10,802,-130,672,Inventory consideration
SC-FLT-0008,2023,11,572,-119,453,Customer demand expectation
SC-FLT-0008,2023,12,307,-59,248,Inventory consideration
SC-FLT-0008,2024,1,769,0,769,No adjustment
SC-FLT-0008,2024,2,362,-43,319,Inventory consideration
SC-FLT-0008,2024,3,974,0,974,No adjustment
SC-FLT-0008,2024,4,419,0,419,
SC-FLT-0008,2024,5,618,-94,524,Inventory consideration
SC-FLT-0008,2024,6,612,0,612,
SC-FLT-0008,2024,7,307,125,432,Critical part requirement
SC-FLT-0008,2024,8,683,172,855,Lead time consideration
SC-FLT-0008,2024,9,553,114,667,Critical part requirement
SC-FLT-0008,2024,10,723,0,723,
SC-FLT-0008,2024,11,694,-280,414,Customer demand expectation
SC-FLT-0008,2024,12,1068,0,1068,
SC-FLT-0009,2020,1,174,-54,120,Inventory consideration
SC-FLT-0009,2020,2,146,0,146,
SC-FLT-0009,2020,3,123,52,175,
SC-FLT-0009,2020,4,308,41,349,Lead time consideration
SC-FLT-0009,2020,5,209,0,209,
SC-FLT-0009,2020,6,92,0,92,
SC-FLT-0009,2020,7,196,30,226,Critical part requirement
SC-FLT-0009,2020,8,413,0,413,No adjustment
SC-FLT-0009,2020,9,252,-37,215,Customer demand expectation
SC-FLT-0009,2020,10,368,61,429,Customer demand expectation
SC-FLT-0009,2020,11,596,0,596,
SC-FLT-0009,2020,12,506,108,614,Lead time consideration
SC-FLT-0009,2021,1,231,-98,133,Inventory consideration
SC-FLT-0009,2021,2,167,-56,111,Inventory consideration
SC-FLT-0009,2021,3,263,0,263,No adjustment
SC-FLT-0009,2021,4,249,-104,145,Inventory consideration
SC-FLT-0009,2021,5,328,-108,220,
SC-FLT-0009,2021,6,257,46,303,Lead time consideration
SC-FLT-0009,2021,7,413,-151,262,Inventory consideration
SC-FLT-0009,2021,8,361,75,436,Customer demand expectation
SC-FLT-0009,2021,9,393,-113,280,Inventory consideration
SC-FLT-0009,2021,10,371,0,371,
SC-FLT-0009,2021,11,314,-40,274,Inventory consideration
SC-FLT-0009,2021,12,298,-94,204,Customer demand expectation
SC-FLT-0009,2022,1,276,-65,211,Inventory consideration
SC-FLT-0009,2022,2,223,91,314,Critical part requirement
SC-FLT-0009,2022,3,306,0,306,No adjustment
SC-FLT-0009,2022,4,188,0,188,No adjustment
SC-FLT-0009,2022,5,292,0,292,No adjustment
SC-FLT-0009,2022,6,262,34,296,Customer demand expectation
SC-FLT-0009,2022,7,266,98,364,Customer demand expectation
SC-FLT-0009,2022,8,399,0,399,No adjustment
SC-FLT-0009,2022,9,442,-58,384,Inventory consideration
SC-FLT-0009,2022,10,328,136,464,Customer demand expectation
SC-FLT-0009,2022,11,217,-85,132,Customer demand expectation
SC-FLT-0009,2022,12,193,-53,140,Customer demand expectation
SC-FLT-0009,2023,1,228,98,326,Lead time consideration
SC-FLT-0009,2023,2,252,-87,165,Customer demand expectation
SC-FLT-0009,2023,3,381,86,467,Customer demand expectation
SC-FLT-0009,2023,4,354,0,354,No adjustment
SC-FLT-0009,2023,5,302,-38,264,
SC-FLT-0009,2023,6,342,0,342,No adjustment
SC-FLT-0009,2023,7,302,-66,236,Customer demand expectation
SC-FLT-0009,2023,8,326,103,429,Critical part requirement
SC-FLT-0009,2023,9,375,-38,337,
SC-FLT-0009,2023,10,266,0,266,
SC-FLT-0009,2023,11,477,-105,372,Inventory consideration
SC-FLT-0009,2023,12,394,-90,304,Inventory consideration
SC-FLT-0009,2024,1,272,-118,154,Customer demand expectation
SC-FLT-0009,2024,2,383,0,383,
SC-FLT-0009,2024,3,333,79,412,Critical part requirement
SC-FLT-0009,2024,4,547,0,547,No adjustment
SC-FLT-0009,2024,5,462,48,510,Critical part requirement
SC-FLT-0009,2024,6,424,52,476,Critical part requirement
SC-FLT-0009,2024,7,480,203,683,Customer demand expectation
SC-FLT-0009,2024,8,534,0,534,No adjustment
SC-FLT-0009,2024,9,297,0,297,No adjustment
SC-FLT-0009,2024,10,198,0,198,No adjustment
SC-FLT-0009,2024,11,373,-145,228,Inventory consideration
SC-FLT-0009,2024,12,422,-117,305,Inventory consideration
SC-CLG-0005,2020,1,774,-137,637,Inventory consideration
SC-CLG-0005,2020,2,223,46,269,Customer demand expectation
SC-CLG-0005,2020,3,627,0,627,
SC-CLG-0005,2020,4,528,0,528,
SC-CLG-0005,2020,5,650,0,650,No adjustment
SC-CLG-0005,2020,6,571,0,571,No adjustment
SC-CLG-0005,2020,7,596,257,853,
SC-CLG-0005,2020,8,638,0,638,
SC-CLG-0005,2020,9,459,0,459,No adjustment
SC-CLG-0005,2020,10,366,-71,295,Inventory consideration
SC-CLG-0005,2020,11,406,62,468,Critical part requirement
SC-CLG-0005,2020,12,716,0,716,
SC-CLG-0005,2021,1,585,0,585,No adjustment
SC-CLG-0005,2021,2,454,0,454,
SC-CLG-0005,2021,3,1116,0,1116,No adjustment
SC-CLG-0005,2021,4,1107,274,1381,Critical part requirement
SC-CLG-0005,2021,5,568,88,656,Customer demand expectation
SC-CLG-0005,2021,6,1027,-430,597,
SC-CLG-0005,2021,7,753,-150,603,Customer demand expectation
SC-CLG-0005,2021,8,663,0,663,No adjustment
SC-CLG-0005,2021,9,1675,626,2301,Lead time consideration
SC-CLG-0005,2021,10,1068,179,1247,Critical part requirement
SC-CLG-0005,2021,11,791,-156,635,Customer demand expectation
SC-CLG-0005,2021,12,977,377,1354,Customer demand expectation
SC-CLG-0005,2022,1,419,154,573,Lead time consideration
SC-CLG-0005,2022,2,132,-29,103,Customer demand expectation
SC-CLG-0005,2022,3,995,0,995,
SC-CLG-0005,2022,4,823,-313,510,Inventory consideration
SC-CLG-0005,2022,5,1458,0,1458,
SC-CLG-0005,2022,6,593,-235,358,Customer demand expectation
SC-CLG-0005,2022,7,652,-253,399,Inventory consideration
SC-CLG-0005,2022,8,1407,-340,1067,Inventory consideration
SC-CLG-0005,2022,9,845,0,845,No adjustment
SC-CLG-0005,2022,10,409,0,409,
SC-CLG-0005,2022,11,0,0,0,Customer demand expectation
SC-CLG-0005,2022,12,652,-188,464,Inventory consideration
SC-CLG-0005,2023,1,820,0,820,
SC-CLG-0005,2023,2,533,-125,408,Inventory consideration
SC-CLG-0005,2023,3,711,111,822,
SC-CLG-0005,2023,4,1102,-291,811,Customer demand expectation
SC-CLG-0005,2023,5,704,263,967,Customer demand expectation
SC-CLG-0005,2023,6,759,0,759,No adjustment
SC-CLG-0005,2023,7,1205,0,1205,No adjustment
SC-CLG-0005,2023,8,899,-190,709,
SC-CLG-0005,2023,9,966,98,1064,Customer demand expectation
SC-CLG-0005,2023,10,870,-186,684,Inventory consideration
SC-CLG-0005,2023,11,847,0,847,No adjustment
SC-CLG-0005,2023,12,1024,-103,921,Inventory consideration
SC-CLG-0005,2024,1,319,0,319,No adjustment
SC-CLG-0005,2024,2,394,-45,349,Customer demand expectation
SC-CLG-0005,2024,3,482,0,482,
SC-CLG-0005,2024,4,578,132,710,Customer demand expectation
SC-CLG-0005,2024,5,767,-264,503,Customer demand expectation
SC-CLG-0005,2024,6,725,120,845,Customer demand expectation
SC-CLG-0005,2024,7,998,0,998,No adjustment
SC-CLG-0005,2024,8,818,-198,620,Customer demand expectation
SC-CLG-0005,2024,9,1142,-413,729,Customer demand expectation
SC-CLG-0005,2024,10,1183,0,1183,No adjustment
SC-CLG-0005,2024,11,999,-211,788,Customer demand expectation
SC-CLG-0005,2024,12,862,0,862,
SC-ENG-0011,2020,1,25,-4,21,Inventory consideration
SC-ENG-0011,2020,2,14,2,16,Customer demand expectation
SC-ENG-0011,2020,3,18,-8,10,Customer demand expectation
SC-ENG-0011,2020,4,18,0,18,
SC-ENG-0011,2020,5,23,-2,21,Inventory consideration
SC-ENG-0011,2020,6,8,3,11,Customer demand expectation
SC-ENG-0011,2020,7,0,0,0,Inventory consideration
SC-ENG-0011,2020,8,14,3,17,Lead time consideration
SC-ENG-0011,2020,9,36,0,36,
SC-ENG-0011,2020,10,30,-4,26,Customer demand expectation
SC-ENG-0011,2020,11,7,-2,5,Customer demand expectation
SC-ENG-0011,2020,12,25,0,25,
SC-ENG-0011,2021,1,26,-3,23,Inventory consideration
SC-ENG-0011,2021,2,12,0,12,
SC-ENG-0011,2021,3,23,-10,13,Inventory consideration
SC-ENG-0011,2021,4,45,20,65,Lead time consideration
SC-ENG-0011,2021,5,13,-3,10,
SC-ENG-0011,2021,6,22,5,27,Customer demand expectation
SC-ENG-0011,2021,7,14,0,14,
SC-ENG-0011,2021,8,0,0,0,Inventory consideration
SC-ENG-0011,2021,9,44,10,54,Customer demand expectation
SC-ENG-0011,2021,10,17,-4,13,Inventory consideration
SC-ENG-0011,2021,11,24,7,31,Customer demand expectation
SC-ENG-0011,2021,12,46,-14,32,Inventory consideration
SC-ENG-0011,2022,1,23,-4,19,Inventory consideration
SC-ENG-0011,2022,2,28,8,36,Lead time consideration
SC-ENG-0011,2022,3,15,-4,11,Inventory consideration
SC-ENG-0011,2022,4,30,0,30,
SC-ENG-0011,2022,5,17,0,17,
SC-ENG-0011,2022,6,0,0,0,Lead time consideration
SC-ENG-0011,2022,7,26,-7,19,Customer demand expectation
SC-ENG-0011,2022,8,30,0,30,
SC-ENG-0011,2022,9,10,2,12,Customer demand expectation
SC-ENG-0011,2022,10,17,-5,12,Inventory consideration
SC-ENG-0011,2022,11,53,0,53,No adjustment
SC-ENG-0011,2022,12,13,0,13,
SC-ENG-0011,2023,1,35,-11,24,
SC-ENG-0011,2023,2,24,-6,18,Customer demand expectation
SC-ENG-0011,2023,3,18,-6,12,
SC-ENG-0011,2023,4,39,-9,30,Customer demand expectation
SC-ENG-0011,2023,5,13,0,13,
SC-ENG-0011,2023,6,9,-3,6,Inventory consideration
SC-ENG-0011,2023,7,59,19,78,Critical part requirement
SC-ENG-0011,2023,8,18,3,21,Critical part requirement
SC-ENG-0011,2023,9,31,-9,22,
SC-ENG-0011,2023,10,22,-4,18,Customer demand expectation
SC-ENG-0011,2023,11,26,0,26,No adjustment
SC-ENG-0011,2023,12,28,0,28,No adjustment
SC-ENG-0011,2024,1,0,0,0,Customer demand expectation
SC-ENG-0011,2024,2,36,0,36,
SC-ENG-0011,2024,3,26,7,33,Lead time consideration
SC-ENG-0011,2024,4,6,0,6,
SC-ENG-0011,2024,5,38,0,38,
SC-ENG-0011,2024,6,15,-4,11,Inventory consideration
SC-ENG-0011,2024,7,16,-6,10,Inventory consideration
SC-ENG-0011,2024,8,7,-1,6,Customer demand expectation
SC-ENG-0011,2024,9,11,-4,7,Inventory consideration
SC-ENG-0011,2024,10,28,-7,21,
SC-ENG-0011,2024,11,39,-8,31,Customer demand expectation
SC-ENG-0011,2024,12,18,-3,15,Customer demand expectation
SC-TRN-0010,2020,1,587,62,649,
SC-TRN-0010,2020,2,922,140,1062,
SC-TRN-0010,2020,3,444,-193,251,Inventory consideration
SC-TRN-0010,2020,4,343,0,343,No adjustment
SC-TRN-0010,2020,5,665,0,665,No adjustment
SC-TRN-0010,2020,6,773,217,990,Critical part requirement
SC-TRN-0010,2020,7,614,68,682,Customer demand expectation
SC-TRN-0010,2020,8,781,-170,611,Customer demand expectation
SC-TRN-0010,2020,9,728,239,967,Lead time consideration
SC-TRN-0010,2020,10,737,258,995,Lead time consideration
SC-TRN-0010,2020,11,518,156,674,
SC-TRN-0010,2020,12,726,88,814,Lead time consideration
SC-TRN-0010,2021,1,751,189,940,Customer demand expectation
SC-TRN-0010,2021,2,737,0,737,No adjustment
SC-TRN-0010,2021,3,546,152,698,Critical part requirement
SC-TRN-0010,2021,4,683,302,985,Customer demand expectation
SC-TRN-0010,2021,5,710,0,710,
SC-TRN-0010,2021,6,784,175,959,Lead time consideration
SC-TRN-0010,2021,7,947,397,1344,Customer demand expectation
SC-TRN-0010,2021,8,988,105,1093,Customer demand expectation
SC-TRN-0010,2021,9,705,179,884,Critical part requirement
SC-TRN-0010,2021,10,702,157,859,Customer demand expectation
SC-TRN-0010,2021,11,519,-121,398,Inventory consideration
SC-TRN-0010,2021,12,552,185,737,Customer demand expectation
SC-TRN-0010,2022,1,555,0,555,No adjustment
SC-TRN-0010,2022,2,1213,469,1682,Lead time consideration
SC-TRN-0010,2022,3,1154,191,1345,Critical part requirement
SC-TRN-0010,2022,4,768,331,1099,Critical part requirement
SC-TRN-0010,2022,5,994,401,1395,Customer demand expectation
SC-TRN-0010,2022,6,1233,174,1407,Critical part requirement
SC-TRN-0010,2022,7,904,-167,737,Inventory consideration
SC-TRN-0010,2022,8,661,287,948,Lead time consideration
SC-TRN-0010,2022,9,767,318,1085,
SC-TRN-0010,2022,10,720,0,720,
SC-TRN-0010,2022,11,879,-352,527,Inventory consideration
SC-TRN-0010,2022,12,878,203,1081,Customer demand expectation
SC-TRN-0010,2023,1,756,119,875,Critical part requirement
SC-TRN-0010,2023,2,928,415,1343,
SC-TRN-0010,2023,3,751,0,751,No adjustment
SC-TRN-0010,2023,4,960,388,1348,Critical part requirement
SC-TRN-0010,2023,5,774,-310,464,Inventory consideration
SC-TRN-0010,2023,6,919,-310,609,Inventory consideration
SC-TRN-0010,2023,7,872,0,872,
SC-TRN-0010,2023,8,937,0,937,No adjustment
SC-TRN-0010,2023,9,758,0,758,No adjustment
SC-TRN-0010,2023,10,797,0,797,
SC-TRN-0010,2023,11,857,204,1061,Customer demand expectation
SC-TRN-0010,2023,12,732,188,920,Customer demand expectation
SC-TRN-0010,2024,1,827,328,1155,Customer demand expectation
SC-TRN-0010,2024,2,1179,-204,975,Inventory consideration
SC-TRN-0010,2024,3,1163,-266,897,Customer demand expectation
SC-TRN-0010,2024,4,756,248,1004,Customer demand expectation
SC-TRN-0010,2024,5,1022,282,1304,Lead time consideration
SC-TRN-0010,2024,6,1431,0,1431,
SC-TRN-0010,2024,7,1021,0,1021,
SC-TRN-0010,2024,8,1194,501,1695,Customer demand expectation
SC-TRN-0010,2024,9,1174,0,1174,
SC-TRN-0010,2024,10,1165,-391,774,Customer demand expectation
SC-TRN-0010,2024,11,778,94,872,Lead time consideration
SC-TRN-0010,2024,12,878,-304,574,Customer demand expectation
SC-SUS-0018,2020,1,192,55,247,
SC-SUS-0018,2020,2,330,38,368,Critical part requirement
SC-SUS-0018,2020,3,323,-83,240,Customer demand expectation
SC-SUS-0018,2020,4,210,-27,183,Customer demand expectation
SC-SUS-0018,2020,5,138,28,166,
SC-SUS-0018,2020,6,324,-86,238,
SC-SUS-0018,2020,7,281,0,281,No adjustment
SC-SUS-0018,2020,8,293,75,368,
SC-SUS-0018,2020,9,484,-78,406,Inventory consideration
SC-SUS-0018,2020,10,595,0,595,
SC-SUS-0018,2020,11,577,0,577,
SC-SUS-0018,2020,12,463,0,463,No adjustment
SC-SUS-0018,2021,1,203,-42,161,Customer demand expectation
SC-SUS-0018,2021,2,280,-112,168,Customer demand expectation
SC-SUS-0018,2021,3,338,0,338,No adjustment
SC-SUS-0018,2021,4,524,0,524,
SC-SUS-0018,2021,5,219,97,316,Customer demand expectation
SC-SUS-0018,2021,6,647,161,808,Customer demand expectation
SC-SUS-0018,2021,7,539,0,539,
SC-SUS-0018,2021,8,639,-237,402,Inventory consideration
SC-SUS-0018,2021,9,507,-210,297,Inventory consideration
SC-SUS-0018,2021,10,571,217,788,Critical part requirement
SC-SUS-0018,2021,11,583,0,583,
SC-SUS-0018,2021,12,372,-75,297,Inventory consideration
SC-SUS-0018,2022,1,610,156,766,Lead time consideration
SC-SUS-0018,2022,2,445,74,519,Customer demand expectation
SC-SUS-0018,2022,3,430,-81,349,
SC-SUS-0018,2022,4,829,0,829,
SC-SUS-0018,2022,5,474,-207,267,Inventory consideration
SC-SUS-0018,2022,6,403,0,403,
SC-SUS-0018,2022,7,616,67,683,Lead time consideration
SC-SUS-0018,2022,8,507,161,668,Critical part requirement
SC-SUS-0018,2022,9,459,0,459,
SC-SUS-0018,2022,10,440,0,440,No adjustment
SC-SUS-0018,2022,11,487,111,598,Customer demand expectation
SC-SUS-0018,2022,12,654,107,761,
SC-SUS-0018,2023,1,810,-284,526,Customer demand expectation
SC-SUS-0018,2023,2,558,109,667,Lead time consideration
SC-SUS-0018,2023,3,595,-103,492,Customer demand expectation
SC-SUS-0018,2023,4,673,-235,438,
SC-SUS-0018,2023,5,931,254,1185,Critical part requirement
SC-SUS-0018,2023,6,457,-161,296,Inventory consideration
SC-SUS-0018,2023,7,676,258,934,
SC-SUS-0018,2023,8,649,0,649,
SC-SUS-0018,2023,9,495,0,495,No adjustment
SC-SUS-0018,2023,10,576,-184,392,Customer demand expectation
SC-SUS-0018,2023,11,544,0,544,No adjustment
SC-SUS-0018,2023,12,780,0,780,No adjustment
SC-SUS-0018,2024,1,918,142,1060,Customer demand expectation
SC-SUS-0018,2024,2,822,0,822,
SC-SUS-0018,2024,3,255,0,255,
SC-SUS-0018,2024,4,969,0,969,No adjustment
SC-SUS-0018,2024,5,853,-162,691,Customer demand expectation
SC-SUS-0018,2024,6,842,-142,700,Customer demand expectation
SC-SUS-0018,2024,7,461,120,581,Critical part requirement
SC-SUS-0018,2024,8,452,-108,344,Inventory consideration
SC-SUS-0018,2024,9,662,-91,571,Customer demand expectation
SC-SUS-0018,2024,10,683,0,683,
SC-SUS-0018,2024,11,589,-218,371,Inventory consideration
SC-SUS-0018,2024,12,1079,-182,897,Customer demand expectation
SC-ELC-0004,2020,1,15,-4,11,Inventory consideration
SC-ELC-0004,2020,2,2,-1,1,
SC-ELC-0004,2020,3,3,0,3,Inventory consideration
SC-ELC-0004,2020,4,4,-2,2,Inventory consideration
SC-ELC-0004,2020,5,15,-3,12,Customer demand expectation
SC-ELC-0004,2020,6,18,3,21,Critical part requirement
SC-ELC-0004,2020,7,6,1,7,
SC-ELC-0004,2020,8,7,-2,5,Inventory consideration
SC-ELC-0004,2020,9,3,-1,2,Customer demand expectation
SC-ELC-0004,2020,10,12,2,14,Lead time consideration
SC-ELC-0004,2020,11,21,-5,16,Inventory consideration
SC-ELC-0004,2020,12,13,2,15,Customer demand expectation
SC-ELC-0004,2021,1,15,-3,12,Customer demand expectation
SC-ELC-0004,2021,2,3,-1,2,Inventory consideration
SC-ELC-0004,2021,3,30,-5,25,Inventory consideration
SC-ELC-0004,2021,4,30,-11,19,Inventory consideration
SC-ELC-0004,2021,5,8,-3,5,
SC-ELC-0004,2021,6,9,1,10,Customer demand expectation
SC-ELC-0004,2021,7,20,-8,12,Customer demand expectation
SC-ELC-0004,2021,8,15,-5,10,
SC-ELC-0004,2021,9,13,-3,10,Inventory consideration
SC-ELC-0004,2021,10,32,12,44,Critical part requirement
SC-ELC-0004,2021,11,53,6,59,Lead time consideration
SC-ELC-0004,2021,12,8,-3,5,Customer demand expectation
SC-ELC-0004,2022,1,34,15,49,Customer demand expectation
SC-ELC-0004,2022,2,35,-15,20,Inventory consideration
SC-ELC-0004,2022,3,12,0,12,
SC-ELC-0004,2022,4,29,0,29,No adjustment
SC-ELC-0004,2022,5,14,-6,8,Customer demand expectation
SC-ELC-0004,2022,6,9,-2,7,
SC-ELC-0004,2022,7,21,-4,17,Inventory consideration
SC-ELC-0004,2022,8,32,-12,20,Customer demand expectation
SC-ELC-0004,2022,9,17,0,17,
SC-ELC-0004,2022,10,14,-4,10,Inventory consideration
SC-ELC-0004,2022,11,14,1,15,
SC-ELC-0004,2022,12,18,0,18,
SC-ELC-0004,2023,1,19,0,19,No adjustment
SC-ELC-0004,2023,2,37,-12,25,Inventory consideration
SC-ELC-0004,2023,3,10,-2,8,Customer demand expectation
SC-ELC-0004,2023,4,2,0,2,Customer demand expectation
SC-ELC-0004,2023,5,12,4,16,Lead time consideration
SC-ELC-0004,2023,6,41,5,46,Lead time consideration
SC-ELC-0004,2023,7,5,0,5,
SC-ELC-0004,2023,8,34,0,34,No adjustment
SC-ELC-0004,2023,9,5,-1,4,Customer demand expectation
SC-ELC-0004,2023,10,34,7,41,Lead time consideration
SC-ELC-0004,2023,11,27,0,27,No adjustment
SC-ELC-0004,2023,12,15,6,21,Customer demand expectation
SC-ELC-0004,2024,1,45,-9,36,Inventory consideration
SC-ELC-0004,2024,2,14,4,18,Critical part requirement
SC-ELC-0004,2024,3,17,-7,10,Customer demand expectation
SC-ELC-0004,2024,4,22,0,22,
SC-ELC-0004,2024,5,42,8,50,Lead time consideration
SC-ELC-0004,2024,6,15,-3,12,Inventory consideration
SC-ELC-0004,2024,7,30,12,42,Critical part requirement
SC-ELC-0004,2024,8,16,0,16,No adjustment
SC-ELC-0004,2024,9,8,-1,7,Customer demand expectation
SC-ELC-0004,2024,10,36,-16,20,Customer demand expectation
SC-ELC-0004,2024,11,14,0,14,
SC-ELC-0004,2024,12,43,-16,27,Customer demand expectation
SC-ENG-0012,2020,1,743,289,1032,Customer demand expectation
SC-ENG-0012,2020,2,540,118,658,Lead time consideration
SC-ENG-0012,2020,3,956,182,1138,Lead time consideration
SC-ENG-0012,2020,4,1046,-460,586,Inventory consideration
SC-ENG-0012,2020,5,951,-189,762,Inventory consideration
SC-ENG-0012,2020,6,987,0,987,No adjustment
SC-ENG-0012,2020,7,835,-87,748,Customer demand expectation
SC-ENG-0012,2020,8,1258,0,1258,
SC-ENG-0012,2020,9,1024,-112,912,Inventory consideration
SC-ENG-0012,2020,10,848,-227,621,Inventory consideration
