Branch_ID,Part_Number,Year,Month,Actual_Demand_Qty
PLB,SC-BRK-0012,2022,10,9.0
PLU,SC-SUS-0024,2021,8,66.0
MRK,SC-ELC-0007,2023,6,52.0
SOQ,SC-SUS-0024,2020,7,34.0
PTK,SC-HYD-0006,2021,8,0.0
PDG,SC-ELC-0004,2021,1,1.0
TRK,SC-SUS-0007,2023,10,46.0
BPP,SC-BRK-0004,2024,1,0.0
BDG,SC-TRN-0015,2022,9,2.0
LHK,SC-ELC-0008,2022,8,7.0
DPS,SC-HYD-0011,2024,4,0.0
BJM,SC-CLG-0002,2021,11,5.0
JMB,SC-HYD-0008,2021,9,0.0
BTH,SC-TRN-0009,2020,1,2.0
AMQ,SC-TRN-0003,2024,2,0.0
BKL,SC-BRK-0001,2022,10,0.0
SOQ,SC-SUS-0023,2022,2,0.0
SBY,SC-BRK-0011,2021,4,2.0
TRK,SC-BRK-0013,2021,7,25.0
YGY,SC-BRK-0004,2020,9,0.0
MDN,SC-ELC-0001,2023,7,0.0
PLU,SC-HYD-0016,2022,11,0.0
BTH,SC-TRN-0018,2021,11,11.0
KPG,SC-FUE-0014,2023,4,5.0
JMB,SC-FLT-0008,2022,12,19.0
TRK,SC-BRK-0012,2022,10,25.0
CRB,SC-ENG-0013,2024,10,0.0
MND,SC-SUS-0024,2020,8,18.0
GTO,SC-FLT-0014,2022,1,0.0
JKT,SC-HYD-0005,2022,12,0.0
GTO,SC-TRN-0004,2023,10,47.0
MTR,SC-SUS-0007,2024,12,54.0
PLB,SC-ELC-0008,2021,3,0.0
DPS,SC-SUS-0013,2024,4,0.0
SRG,SC-SUS-0010,2021,6,66.0
SGT,SC-FLT-0011,2023,10,8.0
BJM,SC-ELC-0009,2020,8,30.0
PLB,SC-TRN-0017,2024,6,0.0
JKT,SC-HYD-0013,2024,11,13.0
TRK,SC-SUS-0024,2023,1,40.0
PTK,SC-BRK-0012,2024,3,8.0
JMB,SC-CLG-0002,2022,3,10.0
SRG,SC-TWA-0003,2024,11,28.0
MLG,SC-SUS-0021,2022,12,25.0
MND,SC-BRK-0003,2024,4,35.0
SBY,SC-FLT-0005,2022,7,31.0
AMQ,SC-BRK-0002,2020,12,0.0
KPG,SC-TRN-0011,2024,11,13.0
BPP,SC-CLG-0002,2024,10,6.0
JAY,SC-ELC-0012,2021,5,12.0
SBY,SC-ENG-0016,2023,2,0.0
LPG,SC-TRN-0015,2021,8,0.0
PLB,SC-HYD-0015,2023,7,17.0
JMB,SC-TRN-0017,2023,7,-5.0
SMD,SC-ELC-0011,2024,3,27.0
SOQ,SC-TWA-0013,2022,6,0.0
PLU,SC-ELC-0009,2022,11,71.0
PDG,SC-CLG-0007,2021,9,19.0
JMB,SC-SUS-0023,2023,4,2.0
MDN,SC-FUE-0001,2021,1,53.0
PLB,SC-FLT-0013,2021,5,0.0
JMB,SC-ELC-0001,2024,1,3.0
SOQ,SC-ELC-0011,2022,8,37.0
YGY,SC-SUS-0009,2021,12,31.0
MDN,SC-SUS-0009,2023,6,26.0
BJM,SC-TWA-0011,2020,8,0.0
TRK,SC-SUS-0007,2022,10,
MND,SC-SUS-0020,2021,3,24.0
KDI,SC-SUS-0014,2022,2,0.0
MKS,SC-ENG-0009,2020,8,0.0
MLG,SC-FLT-0012,2022,12,0.0
TRK,SC-ELC-0008,2023,2,
BDG,SC-SUS-0017,2021,12,8.0
BTH,SC-TWA-0007,2020,8,8.0
CRB,SC-HYD-0011,2020,1,0.0
MLG,SC-FUE-0004,2023,8,0.0
BTH,SC-ENG-0005,2023,6,12.0
BTH,SC-ENG-0007,2020,11,6.0
BPN2,SC-TRN-0009,2024,11,18.0
BJM,SC-TRN-0008,2020,2,7.0
BPN2,SC-SUS-0022,2021,4,19.0
SOQ,SC-FUE-0008,2022,5,0.0
BDG,SC-FLT-0003,2020,7,6.0
MLG,SC-SUS-0020,2020,2,52.0
MDN,SC-ELC-0005,2021,9,2.0
PDG,SC-FLT-0014,2020,12,0.0
LPG,SC-ENG-0007,2022,5,0.0
BTH,SC-FUE-0003,2020,1,1.0
PLB,SC-FUE-0012,2024,1,0.0
SMD,SC-CLG-0004,2024,11,22.0
SRG,SC-TRN-0001,2021,4,3.0
LPG,SC-TRN-0014,2024,10,
KPG,SC-BRK-0006,2020,11,0.0
SMG,SC-ELC-0012,2021,8,23.0
PKU,SC-FUE-0012,2023,11,1.0
SMG,SC-HYD-0014,2020,8,
BTH,SC-TWA-0005,2022,10,0.0
SMG,SC-CLG-0002,2023,7,0.0
KDI,SC-ENG-0001,2020,3,0.0
MKS,SC-TWA-0010,2024,12,0.0
BKL,SC-TWA-0012,2023,4,0.0
BDG,SC-SUS-0013,2020,2,0.0
PLB,SC-FUE-0007,2020,4,0.0
PTK,SC-BRK-0012,2022,5,29.0
BPP,SC-TRN-0017,2022,6,7.0
SRG,SC-CLG-0004,2021,12,122.0
SMD,SC-CLG-0004,2023,8,
DPS,SC-FUE-0004,2024,9,2.0
MKS,SC-FUE-0004,2024,12,0.0
JAY,SC-HYD-0007,2021,7,23.0
JKT,SC-ELC-0001,2021,7,0.0
PLU,SC-BRK-0002,2022,11,0.0
YGY,SC-ENG-0002,2020,12,0.0
KDI,SC-FLT-0011,2022,2,20.0
LPG,SC-TWA-0007,2020,2,11.0
PLB,SC-TRN-0001,2021,10,6.0
MKS,SC-FUE-0008,2024,3,0.0
SOQ,SC-ENG-0012,2021,6,22.0
MDN,SC-ENG-0004,2021,11,0.0
MTR,SC-SUS-0008,2020,3,33.0
MND,SC-SUS-0020,2022,12,40.0
SRG,SC-BRK-0003,2020,12,122.0
JAY,SC-BRK-0003,2022,8,102.0
KPG,SC-FLT-0002,2020,1,11.0
SMD,SC-CLG-0003,2022,3,11.0
BPN2,SC-ENG-0005,2021,6,31.0
CRB,SC-ENG-0016,2021,3,0.0
MDN,SC-SUS-0021,2024,3,36.0
PDG,SC-SUS-0009,2024,9,26.0
TRK,SC-BRK-0001,2024,10,4.0
PLU,SC-TRN-0011,2023,2,0.0
BPN2,SC-SUS-0015,2021,2,10.0
PTK,SC-SUS-0024,2024,7,77.0
BPN2,SC-FUE-0012,2024,3,0.0
SMG,SC-TRN-0003,2020,11,3.0
MRK,SC-TWA-0001,2021,7,15.0
SMG,SC-TRN-0002,2023,12,0.0
SOQ,SC-HYD-0010,2024,9,36.0
AMQ,SC-ENG-0002,2024,5,
PLU,SC-HYD-0005,2021,7,0.0
BKL,SC-SUS-0016,2021,6,34.0
MRK,SC-TWA-0013,2024,7,-1.0
KPG,SC-ELC-0002,2020,2,16.0
BPN2,SC-TRN-0012,2020,7,25.0
PTK,SC-CLG-0005,2021,12,0.0
KDI,SC-BRK-0001,2021,11,0.0
PLB,SC-BRK-0005,2020,4,8.0
GTO,SC-TRN-0006,2021,1,44.0
BKL,SC-TRN-0013,2023,8,0.0
BDG,SC-ELC-0002,2023,8,12.0
MDN,SC-TWA-0012,2020,10,0.0
PTK,SC-ENG-0006,2021,11,23.0
PDG,SC-FUE-0007,2021,4,0.0
BPP,SC-FLT-0006,2024,7,30.0
SMD,SC-SUS-0012,2022,12,0.0
MND,SC-FUE-0009,2021,11,0.0
BDG,SC-SUS-0006,2023,7,0.0
PDG,SC-ELC-0006,2023,10,0.0
SMD,SC-ELC-0006,2021,3,
MND,SC-TWA-0008,2023,5,0.0
PDG,SC-SUS-0003,2021,1,0.0
BTH,SC-TWA-0006,2022,5,0.0
BPN2,SC-HYD-0007,2021,3,27.0
KDI,SC-BRK-0004,2021,6,0.0
BDG,SC-TWA-0008,2021,3,
PLB,SC-TWA-0001,2023,11,7.0
MTR,SC-HYD-0016,2021,4,0.0
BDG,SC-TRN-0015,2021,11,0.0
BPP,SC-ENG-0015,2024,4,0.0
PKU,SC-BRK-0010,2021,10,28.0
CRB,SC-TRN-0004,2024,1,62.0
MND,SC-ENG-0015,2022,9,0.0
JKT,SC-CLG-0002,2020,2,16.0
MLG,SC-SUS-0021,2024,9,19.0
MLG,SC-TWA-0008,2020,10,0.0
SOQ,SC-TRN-0011,2024,8,0.0
PKU,SC-TWA-0004,2024,3,0.0
SBY,SC-HYD-0016,2023,10,7.0
MND,SC-TRN-0016,2023,3,1.0
SBY,SC-SUS-0013,2022,12,0.0
JAY,SC-TWA-0006,2022,3,0.0
KPG,SC-BRK-0010,2021,9,24.0
SMD,SC-TRN-0015,2024,5,0.0
SBY,SC-SUS-0013,2024,9,0.0
PLU,SC-BRK-0009,2023,3,0.0
YGY,SC-FUE-0005,2023,12,84.0
KDI,SC-BRK-0007,2023,9,28.0
BPN2,SC-FUE-0009,2023,6,0.0
SOQ,SC-FUE-0003,2023,2,3.0
SRG,SC-SUS-0001,2022,7,0.0
JMB,SC-SUS-0014,2022,11,0.0
GTO,SC-SUS-0024,2024,1,60.0
MND,SC-TWA-0013,2020,12,1.0
MTR,SC-SUS-0022,2023,8,24.0
BJM,SC-TWA-0005,2023,9,0.0
PTK,SC-BRK-0010,2022,12,20.0
SMD,SC-SUS-0004,2022,10,18.0
PKU,SC-ELC-0003,2024,1,25.0
BPP,SC-TWA-0012,2021,1,0.0
DPS,SC-ENG-0011,2023,7,0.0
JAY,SC-ENG-0005,2022,10,20.0
PTK,SC-SUS-0002,2024,10,31.0
BPP,SC-FUE-0015,2022,1,1535.0
BKL,SC-ENG-0013,2023,10,0.0
PLU,SC-SUS-0020,2023,8,48.0
PTK,SC-FLT-0013,2020,11,13.0
PTK,SC-HYD-0005,2021,11,0.0
SRG,SC-TWA-0010,2020,2,26.0
SOQ,SC-FUE-0008,2020,2,0.0
PKU,SC-ELC-0008,2021,7,16.0
BKL,SC-CLG-0007,2020,6,
SBY,SC-ENG-0016,2023,10,31.0
PDG,SC-FLT-0003,2020,4,7.0
BTH,SC-TWA-0011,2022,7,0.0
DPS,SC-HYD-0008,2020,10,0.0
BPP,SC-ENG-0012,2022,11,55.0
TRK,SC-TWA-0005,2022,7,0.0
SMG,SC-FUE-0014,2021,12,0.0
LHK,SC-HYD-0013,2021,6,6.0
AMQ,SC-HYD-0010,2022,3,36.0
BJM,SC-SUS-0013,2023,8,0.0
MTR,SC-TRN-0010,2022,2,23.0
BPN2,SC-SUS-0003,2023,12,4.0
SRG,SC-FUE-0003,2022,12,11.0
MRK,SC-CLG-0001,2024,8,2.0
BDG,SC-FUE-0003,2022,9,3.0
SOQ,SC-FUE-0016,2024,12,0.0
PDG,SC-TWA-0007,2020,9,0.0
PKU,SC-TWA-0010,2023,11,0.0
BPP,SC-FLT-0001,2023,7,27.0
BPN2,SC-ENG-0014,2023,1,8.0
BPP,SC-BRK-0001,2021,12,0.0
JKT,SC-SUS-0016,2023,7,59.0
GTO,SC-FLT-0010,2022,12,67.0
BPP,SC-TRN-0010,2023,7,33.0
BTH,SC-SUS-0005,2022,6,0.0
MKS,SC-ELC-0001,2022,10,0.0
PKU,SC-TRN-0011,2021,3,11.0
MLG,SC-HYD-0002,2023,4,3.0
SMG,SC-TWA-0004,2024,4,15.0
PKU,SC-ELC-0012,2021,8,0.0
SMD,SC-FUE-0001,2020,12,13.0
PLU,SC-SUS-0023,2020,5,8.0
PKU,SC-SUS-0021,2022,7,36.0
MND,SC-FLT-0003,2023,2,14.0
BJM,SC-ENG-0010,2023,7,0.0
SBY,SC-HYD-0009,2020,3,0.0
MDN,SC-SUS-0019,2024,5,14.0
MLG,SC-ENG-0012,2020,9,29.0
CRB,SC-FLT-0009,2021,8,14.0
JMB,SC-TRN-0018,2024,11,14.0
JMB,SC-SUS-0018,2022,4,13.0
JAY,SC-TRN-0009,2023,9,13.0
SBY,SC-SUS-0012,2023,1,0.0
MKS,SC-FUE-0015,2020,11,52.0
JKT,SC-SUS-0007,2023,12,0.0
CRB,SC-CLG-0001,2020,12,1.0
PDG,SC-ENG-0014,2022,10,0.0
SBY,SC-TWA-0007,2023,12,0.0
GTO,SC-SUS-0003,2020,1,0.0
BPN2,SC-SUS-0004,2022,12,152.0
DPS,SC-ENG-0007,2020,1,0.0
SOQ,SC-FUE-0001,2022,11,18.0
JAY,SC-ELC-0002,2024,12,0.0
KPG,SC-TRN-0009,2021,9,8.0
MDN,SC-ELC-0004,2023,1,0.0
CRB,SC-SUS-0010,2022,11,60.0
BJM,SC-BRK-0005,2021,12,10.0
GTO,SC-FLT-0009,2020,8,11.0
BTH,SC-TWA-0003,2022,8,4.0
KPG,SC-HYD-0005,2020,10,0.0
PLU,SC-SUS-0023,2021,12,2.0
PLU,SC-CLG-0007,2021,11,23.0
LPG,SC-TRN-0002,2020,2,15.0
MTR,SC-SUS-0008,2022,11,58.0
PKU,SC-SUS-0006,2020,9,0.0
BTH,SC-FLT-0005,2022,6,47.0
BTH,SC-BRK-0012,2024,4,9.0
MDN,SC-FUE-0004,2023,6,11.0
MND,SC-SUS-0002,2023,4,15.0
BPP,SC-FLT-0007,2021,6,13.0
MTR,SC-ENG-0009,2023,2,0.0
BTH,SC-FUE-0002,2024,8,6.0
KDI,SC-FUE-0010,2024,6,59.0
MTR,SC-FLT-0004,2024,12,0.0
PDG,SC-SUS-0016,2022,5,23.0
MRK,SC-ENG-0010,2023,8,0.0
BPN2,SC-FUE-0003,2020,9,0.0
MDN,SC-FLT-0004,2021,10,1.0
LHK,SC-FUE-0002,2022,11,5.0
PLU,SC-HYD-0009,2020,1,0.0
KPG,SC-ELC-0005,2021,5,0.0
GTO,SC-SUS-0009,2024,3,0.0
BPP,SC-TRN-0004,2021,3,
KPG,SC-FUE-0002,2023,10,28.0
SRG,SC-HYD-0009,2020,7,0.0
MDN,SC-ELC-0001,2023,1,18.0
DPS,SC-FUE-0015,2023,10,34.0
BPP,SC-BRK-0012,2022,3,41.0
DPS,SC-ELC-0008,2020,12,7.0
MLG,SC-BRK-0013,2022,10,46.0
MDN,SC-FUE-0006,2022,8,0.0
KPG,SC-TRN-0009,2024,12,37.0
BPP,SC-SUS-0014,2023,10,0.0
LPG,SC-SUS-0022,2024,9,26.0
SOQ,SC-HYD-0002,2020,4,0.0
PKU,SC-BRK-0003,2021,5,78.0
PLU,SC-TWA-0002,2021,4,57.0
KPG,SC-FLT-0011,2022,6,33.0
PLU,SC-ELC-0005,2022,5,0.0
SMD,SC-FLT-0002,2022,12,13.0
PKU,SC-TRN-0016,2022,1,7.0
SRG,SC-ENG-0005,2023,2,20.0
KDI,SC-SUS-0012,2023,9,2.0
AMQ,SC-TRN-0012,2021,3,10.0
BTH,SC-SUS-0004,2020,4,18.0
CRB,SC-TRN-0004,2024,6,-95.0
SOQ,SC-ENG-0010,2023,9,0.0
SMG,SC-ELC-0005,2023,3,0.0
SRG,SC-SUS-0021,2024,5,
MLG,SC-BRK-0005,2021,11,32.0
PKU,SC-ELC-0009,2021,11,106.0
SGT,SC-ENG-0011,2020,12,0.0
BDG,SC-SUS-0001,2020,4,0.0
MRK,SC-HYD-0009,2023,10,4.0
DPS,SC-HYD-0012,2020,12,0.0
SBY,SC-FUE-0015,2024,8,80.0
MRK,SC-BRK-0013,2021,7,143.0
SRG,SC-SUS-0002,2024,1,64.0
PKU,SC-ENG-0006,2021,11,27.0
GTO,SC-TRN-0016,2020,3,5.0
BTH,SC-TWA-0011,2020,4,0.0
SGT,SC-HYD-0012,2024,11,3.0
MKS,SC-FUE-0007,2020,4,10.0
SGT,SC-FLT-0001,2023,1,0.0
LPG,SC-CLG-0001,2021,6,0.0
PLU,SC-ELC-0011,2020,9,0.0
BDG,SC-FUE-0016,2020,11,0.0
JAY,SC-ELC-0001,2024,11,0.0
SMG,SC-CLG-0008,2023,12,
SRG,SC-FUE-0008,2022,10,0.0
CRB,SC-TWA-0004,2023,11,20.0
MDN,SC-FUE-0016,2021,1,0.0
JKT,SC-SUS-0001,2024,2,7.0
LHK,SC-BRK-0007,2024,8,23.0
LHK,SC-ELC-0011,2021,12,39.0
KPG,SC-TRN-0009,2022,8,23.0
SMD,SC-HYD-0016,2022,5,5.0
PLB,SC-ELC-0005,2022,8,0.0
SMG,SC-TRN-0017,2020,11,4.0
BPP,SC-HYD-0009,2024,9,14.0
MRK,SC-ENG-0010,2020,10,0.0
MDN,SC-ENG-0016,2022,4,40.0
SOQ,SC-HYD-0005,2024,5,0.0
MDN,SC-HYD-0005,2024,9,0.0
DPS,SC-CLG-0006,2021,6,0.0
MRK,SC-TWA-0003,2024,4,13.0
PLB,SC-ENG-0009,2022,2,0.0
PDG,SC-TRN-0003,2024,9,0.0
KPG,SC-BRK-0012,2022,11,78.0
SMD,SC-HYD-0011,2024,12,0.0
SMD,SC-SUS-0008,2020,6,9.0
BJM,SC-SUS-0012,2021,12,0.0
SMD,SC-HYD-0011,2021,2,-4.0
PKU,SC-FUE-0005,2022,9,21.0
SRG,SC-HYD-0008,2022,1,0.0
PLB,SC-ENG-0006,2021,1,0.0
YGY,SC-SUS-0003,2020,1,2.0
BPN2,SC-ELC-0001,2021,2,0.0
BTH,SC-TRN-0002,2024,7,11.0
CRB,SC-ENG-0005,2020,2,0.0
CRB,SC-ENG-0003,2023,7,0.0
LPG,SC-BRK-0005,2022,8,65.0
BPN2,SC-FUE-0015,2024,4,140.0
BPN2,SC-HYD-0008,2020,2,0.0
BJM,SC-TRN-0010,2021,4,21.0
MLG,SC-BRK-0008,2020,9,0.0
PLU,SC-BRK-0004,2023,6,22.0
SMD,SC-FUE-0010,2023,8,24.0
JMB,SC-BRK-0012,2023,10,0.0
YGY,SC-ENG-0007,2021,6,25.0
LPG,SC-FLT-0008,2020,11,10.0
BDG,SC-TRN-0017,2020,1,0.0
BDG,SC-BRK-0010,2024,10,13.0
PLB,SC-CLG-0003,2024,10,0.0
SBY,SC-SUS-0004,2024,9,63.0
GTO,SC-FUE-0005,2020,12,18.0
LPG,SC-TWA-0005,2023,7,0.0
KDI,SC-TWA-0008,2023,5,0.0
SOQ,SC-FUE-0003,2023,5,0.0
SRG,SC-TRN-0015,2023,6,0.0
MDN,SC-CLG-0003,2022,10,47.0
JMB,SC-FLT-0013,2022,2,6.0
BPN2,SC-BRK-0004,2023,2,17.0
KDI,SC-ENG-0007,2023,2,-45.0
KDI,SC-HYD-0012,2023,9,16.0
BJM,SC-HYD-0009,2020,4,8.0
JKT,SC-FLT-0001,2022,9,14.0
LPG,SC-FLT-0007,2020,12,10.0
AMQ,SC-ENG-0005,2021,6,11.0
LPG,SC-TWA-0010,2022,2,17.0
PKU,SC-SUS-0011,2023,7,0.0
BJM,SC-TRN-0002,2023,8,19.0
SGT,SC-ENG-0007,2020,12,17.0
TRK,SC-FUE-0002,2020,3,34.0
PKU,SC-FLT-0006,2020,7,
BJM,SC-TRN-0014,2020,11,27.0
MRK,SC-ENG-0010,2023,11,0.0
MLG,SC-TRN-0005,2024,12,0.0
DPS,SC-HYD-0002,2023,2,0.0
PKU,SC-SUS-0001,2021,2,5.0
LHK,SC-ENG-0008,2021,10,5.0
LHK,SC-TRN-0018,2024,9,12.0
BDG,SC-HYD-0015,2020,8,14.0
PLU,SC-SUS-0005,2022,7,0.0
MND,SC-TWA-0001,2024,3,0.0
BPP,SC-BRK-0008,2022,1,0.0
MKS,SC-BRK-0009,2024,2,1.0
SRG,SC-ENG-0006,2024,8,16.0
PDG,SC-SUS-0015,2020,7,6.0
MRK,SC-BRK-0004,2024,1,26.0
AMQ,SC-BRK-0007,2020,11,0.0
SRG,SC-SUS-0001,2024,10,7.0
BJM,SC-TWA-0007,2022,10,0.0
LHK,SC-TRN-0004,2020,12,44.0
SMD,SC-SUS-0024,2020,3,15.0
SGT,SC-ENG-0016,2021,12,12.0
CRB,SC-SUS-0004,2023,6,82.0
BJM,SC-ENG-0016,2022,2,0.0
TRK,SC-FUE-0003,2022,8,2.0
MTR,SC-TWA-0011,2024,1,0.0
LPG,SC-TRN-0004,2020,4,33.0
MRK,SC-ENG-0014,2024,1,3.0
PLU,SC-ENG-0008,2023,2,6.0
JKT,SC-ELC-0007,2020,11,96.0
JMB,SC-FLT-0011,2022,12,8.0
MTR,SC-FLT-0005,2022,6,45.0
MLG,SC-FLT-0007,2020,5,0.0
KPG,SC-HYD-0014,2020,5,94.0
TRK,SC-TWA-0005,2024,12,0.0
PLU,SC-SUS-0009,2023,11,21.0
PTK,SC-ELC-0011,2021,2,51.0
DPS,SC-SUS-0007,2024,7,23.0
YGY,SC-ENG-0009,2022,12,3.0
BTH,SC-SUS-0014,2021,11,1.0
SBY,SC-TRN-0007,2023,8,3.0
JMB,SC-TWA-0005,2022,12,0.0
AMQ,SC-SUS-0012,2022,3,0.0
KPG,SC-ELC-0001,2020,7,0.0
BPN2,SC-SUS-0016,2021,5,
DPS,SC-ENG-0003,2022,9,0.0
LHK,SC-TWA-0006,2024,5,0.0
PDG,SC-SUS-0006,2021,1,
GTO,SC-BRK-0010,2023,10,23.0
SRG,SC-ELC-0002,2021,4,8.0
PDG,SC-FUE-0005,2021,3,0.0
LPG,SC-TRN-0017,2021,6,0.0
LPG,SC-FUE-0004,2021,7,7.0
SRG,SC-FUE-0003,2020,9,0.0
PDG,SC-ELC-0012,2022,4,11.0
BPP,SC-TRN-0017,2023,11,34.0
PLU,SC-HYD-0014,2020,5,
BTH,SC-TRN-0016,2022,5,5.0
SBY,SC-HYD-0010,2023,3,86.0
PLB,SC-TRN-0011,2020,6,0.0
TRK,SC-FUE-0006,2023,5,0.0
AMQ,SC-TRN-0009,2020,1,0.0
SMG,SC-TWA-0013,2021,1,0.0
MKS,SC-TWA-0002,2021,7,88.0
MTR,SC-BRK-0002,2022,11,7.0
MLG,SC-TRN-0001,2020,4,8.0
AMQ,SC-ENG-0003,2022,1,0.0
LPG,SC-BRK-0005,2021,11,13.0
SMG,SC-TRN-0009,2021,5,0.0
BTH,SC-TRN-0004,2023,5,34.0
TRK,SC-TRN-0013,2020,1,0.0
MRK,SC-HYD-0014,2020,2,51.0
MND,SC-ENG-0008,2022,5,15.0
JAY,SC-FUE-0005,2020,3,0.0
BKL,SC-SUS-0009,2022,6,9.0
SGT,SC-SUS-0009,2021,6,12.0
KDI,SC-HYD-0006,2022,8,10.0
MND,SC-FLT-0005,2022,1,26.0
BPN2,SC-HYD-0002,2021,9,0.0
BPN2,SC-TWA-0003,2020,1,0.0
PLU,SC-HYD-0010,2022,7,82.0
JAY,SC-ELC-0007,2024,3,60.0
PLB,SC-FUE-0014,2020,4,0.0
BPN2,SC-CLG-0008,2023,2,37.0
BKL,SC-BRK-0005,2020,1,0.0
PLU,SC-TWA-0006,2020,7,2.0
SBY,SC-HYD-0007,2024,6,171.0
CRB,SC-FUE-0012,2024,3,0.0
CRB,SC-BRK-0001,2021,10,0.0
SOQ,SC-SUS-0022,2023,6,18.0
TRK,SC-TWA-0007,2024,9,32.0
SBY,SC-HYD-0008,2020,8,0.0
MKS,SC-TWA-0004,2023,3,12.0
SGT,SC-TRN-0014,2024,4,30.0
AMQ,SC-FLT-0008,2024,1,9.0
TRK,SC-SUS-0008,2020,8,31.0
MRK,SC-SUS-0010,2023,6,71.0
BDG,SC-TWA-0002,2022,12,33.0
BDG,SC-HYD-0013,2020,8,7.0
MDN,SC-TWA-0006,2023,10,0.0
KDI,SC-ENG-0014,2020,4,0.0
MRK,SC-SUS-0005,2020,2,0.0
GTO,SC-HYD-0015,2022,2,0.0
BDG,SC-CLG-0002,2020,7,10.0
LHK,SC-ENG-0013,2024,6,0.0
SGT,SC-TRN-0011,2020,5,0.0
BDG,SC-FUE-0004,2022,6,5.0
BKL,SC-ELC-0001,2020,5,0.0
SRG,SC-BRK-0004,2022,3,30.0
SMD,SC-TRN-0008,2022,7,13.0
TRK,SC-FLT-0013,2022,11,0.0
LHK,SC-TRN-0010,2021,2,14.0
PDG,SC-FUE-0010,2022,1,21.0
MTR,SC-SUS-0006,2024,4,6.0
YGY,SC-TRN-0007,2022,6,0.0
BDG,SC-SUS-0008,2023,7,43.0
MRK,SC-TWA-0003,2020,9,26.0
LHK,SC-FLT-0011,2024,7,0.0
LPG,SC-TWA-0007,2021,5,7.0
DPS,SC-ELC-0009,2023,7,45.0
SGT,SC-HYD-0013,2024,11,11.0
PLB,SC-ENG-0010,2022,8,0.0
GTO,SC-TWA-0007,2024,8,8.0
MND,SC-HYD-0006,2024,2,0.0
MTR,SC-BRK-0013,2020,5,41.0
KDI,SC-HYD-0014,2024,4,77.0
LPG,SC-HYD-0016,2022,12,10.0
MRK,SC-HYD-0002,2020,3,
PKU,SC-BRK-0003,2023,2,100.0
BJM,SC-ELC-0008,2021,6,6.0
BDG,SC-ELC-0012,2021,12,11.0
PLB,SC-SUS-0024,2022,8,22.0
KPG,SC-BRK-0008,2021,7,0.0
MLG,SC-TRN-0011,2024,4,0.0
PLB,SC-TRN-0009,2023,6,8.0
JAY,SC-TRN-0017,2021,4,0.0
BDG,SC-TWA-0006,2024,2,0.0
KPG,SC-TRN-0013,2021,2,0.0
SRG,SC-ENG-0007,2021,4,71.0
MTR,SC-BRK-0004,2024,10,45.0
PLU,SC-FLT-0011,2024,1,0.0
MKS,SC-FUE-0011,2022,10,52.0
PDG,SC-BRK-0009,2021,6,0.0
PLU,SC-BRK-0011,2021,4,5.0
BJM,SC-TRN-0017,2021,7,0.0
PLU,SC-HYD-0015,2020,3,5.0
DPS,SC-ELC-0004,2024,7,
MND,SC-FUE-0015,2021,7,31.0
MRK,SC-FUE-0007,2021,3,0.0
SGT,SC-HYD-0011,2020,9,0.0
BDG,SC-TWA-0004,2024,4,10.0
BJM,SC-HYD-0005,2024,3,1.0
TRK,SC-ENG-0004,2024,4,0.0
BDG,SC-SUS-0002,2023,3,29.0
LHK,SC-ENG-0013,2023,12,0.0
MND,SC-ENG-0005,2021,10,17.0
MDN,SC-CLG-0002,2024,4,15.0
PLU,SC-HYD-0013,2023,1,0.0
KDI,SC-FUE-0013,2020,1,0.0
AMQ,SC-FLT-0003,2024,8,6.0
SGT,SC-ENG-0013,2023,7,0.0
YGY,SC-HYD-0001,2021,11,48.0
MRK,SC-FUE-0012,2023,3,2.0
BTH,SC-SUS-0009,2023,10,17.0
DPS,SC-CLG-0004,2022,3,44.0
PLU,SC-HYD-0012,2021,11,8.0
JAY,SC-TWA-0003,2023,12,0.0
YGY,SC-ELC-0002,2021,3,37.0
BKL,SC-CLG-0005,2020,6,0.0
MDN,SC-TWA-0013,2021,2,0.0
KPG,SC-SUS-0015,2024,5,15.0
BPP,SC-ELC-0002,2024,2,0.0
SMG,SC-BRK-0002,2024,11,6.0
MND,SC-HYD-0001,2021,4,12.0
PTK,SC-FLT-0001,2024,9,21.0
KPG,SC-FUE-0004,2020,1,0.0
SOQ,SC-SUS-0023,2020,3,0.0
MLG,SC-FUE-0003,2024,12,14.0
BDG,SC-SUS-0018,2023,4,20.0
JKT,SC-CLG-0004,2024,10,103.0
MTR,SC-FLT-0004,2024,3,2.0
MKS,SC-FLT-0010,2022,11,103.0
MKS,SC-FUE-0012,2021,5,0.0
BKL,SC-ENG-0006,2021,9,2.0
JKT,SC-CLG-0001,2024,3,0.0
LPG,SC-HYD-0003,2020,3,14.0
SMG,SC-TRN-0015,2024,11,0.0
PLB,SC-SUS-0006,2024,11,0.0
SBY,SC-TWA-0012,2023,12,1.0
KDI,SC-ENG-0010,2020,12,
PKU,SC-BRK-0008,2020,7,
KDI,SC-ENG-0009,2023,3,4.0
MRK,SC-CLG-0006,2021,8,0.0
SMD,SC-HYD-0014,2023,6,56.0
PLB,SC-FLT-0012,2024,10,0.0
MDN,SC-CLG-0008,2020,3,35.0
SGT,SC-SUS-0005,2020,1,2.0
CRB,SC-BRK-0011,2024,2,0.0
PDG,SC-BRK-0004,2022,5,
SMG,SC-FLT-0012,2024,8,0.0
BPN2,SC-TRN-0007,2023,5,0.0
PTK,SC-TRN-0016,2024,11,6.0
BTH,SC-SUS-0013,2022,4,
